Date,block,Transaction_value
2012-02-12,17621,32623693097371
2012-02-13,19323,42890809049058
2012-02-14,21928,135287586519127
2012-02-15,21520,134478408633407
2012-02-16,21873,160623808116305
2012-02-17,15005,98004444303906
2012-02-18,16460,70552475061388
2012-02-19,15405,39608170266535
2012-02-20,15254,43647004074009
2012-02-21,15026,39417899144082
2012-02-22,17360,78740571346345
2012-02-23,19504,69203248849830
2012-02-24,17535,58258902713827
2012-02-25,16300,42215379517133
2012-02-26,14540,34712638539905
2012-02-27,16440,37708727343213
2012-02-28,17231,37883763297874
2012-02-29,17312,33842194801077
2012-03-01,16032,66543780124576
2012-03-02,18989,56690222811298
2012-03-03,13287,38674874107678
2012-03-04,17653,68556411196859
2012-03-05,18469,38111399702191
2012-03-06,16349,36205409438237
2012-03-07,17234,38175159940418
2012-03-08,17707,52836763594015
2012-03-09,17520,59806139599002
2012-03-10,14063,39285566502514
2012-03-11,13866,43137120538153
2012-03-12,16988,60623397458425
2012-03-13,18245,53453192635423
2012-03-14,17154,61161660042619
2012-03-15,15556,49286421613991
2012-03-16,17476,50843202581875
2012-03-17,17327,46817956110728
2012-03-18,15149,37944964367049
2012-03-19,15715,45898889196710
2012-03-20,16057,50295442416673
2012-03-21,17732,51534402968795
2012-03-22,17088,76188151903758
2012-03-23,14964,89918183585715
2012-03-24,16145,82141776798612
2012-03-25,15160,42394986526912
2012-03-26,16254,53523813177191
2012-03-27,17094,57501841495218
2012-03-28,18381,69110076487548
2012-03-29,18051,120588806554553
2012-03-30,17656,98843435932902
2012-03-31,15545,88370163334359
2012-04-01,14641,62340457482711
2012-04-02,15111,70303214748597
2012-04-03,17522,82405965795344
2012-04-04,17041,76765914524911
2012-04-05,16255,94339150581974
2012-04-06,15828,59196154281166
2012-04-07,15082,34746478225752
2012-04-08,15412,126316047859292
2012-04-09,16039,164215544499027
2012-04-10,20449,83006656504133
2012-04-11,18813,151865598688216
2012-04-12,19398,128575393971700
2012-04-13,17653,83752790669124
2012-04-14,19534,99745843729218
2012-04-15,17304,127807863161439
2012-04-16,21042,161977203172945
2012-04-17,18744,113950717625959
2012-04-18,20303,103984007526414
2012-04-19,18577,69407967336616
2012-04-20,19632,286438957021574
2012-04-21,17096,122798395723726
2012-04-22,15540,95463825936698
2012-04-23,17381,78456059978637
2012-04-24,18844,74969344131401
2012-04-25,18707,101849521337456
2012-04-26,23511,185782646818449
2012-04-27,17689,146799692652653
2012-04-28,18412,88924739661441
2012-04-29,18840,98903558791801
2012-04-30,22508,110468906141341
2012-05-01,24968,109085028370891
2012-05-02,23224,108394056461852
2012-05-03,32186,121689806637058
2012-05-04,32470,112667424404413
2012-05-05,30118,120460083182307
2012-05-06,26675,65891972959948
2012-05-07,40972,219313172423816
2012-05-08,40031,389886981975069
2012-05-09,38562,235646956362576
2012-05-10,26195,120067355488417
2012-05-11,41602,153974673919502
2012-05-12,39554,320256487893094
2012-05-13,33061,150961859855857
2012-05-14,60905,230692508375251
2012-05-15,48447,374245293647653
2012-05-16,40122,343774303646577
2012-05-17,38832,345611618135476
2012-05-18,53046,187620640600932
2012-05-19,75313,123262002713791
2012-05-20,67456,201901875302653
2012-05-21,68417,381866769699198
2012-05-22,51377,406236455810710
2012-05-23,60318,180650940051700
2012-05-24,58459,112864865816397
2012-05-25,62514,243806735739354
2012-05-26,50884,483193595270128
2012-05-27,56859,202223762829637
2012-05-28,64725,213707619088823
2012-05-29,64412,316898541326641
2012-05-30,56634,239097027055624
2012-05-31,47871,479132062921271
2012-06-01,60350,296959876537252
2012-06-02,30391,199119405032235
2012-06-03,72633,173149236393936
2012-06-04,97178,464531315018125
2012-06-05,94316,453475543504066
2012-06-06,36468,250955433063773
2012-06-07,70830,484114367447144
2012-06-08,53754,546283952628186
2012-06-09,71784,139428235453371
2012-06-10,87215,329253617809462
2012-06-11,71219,304401395410026
2012-06-12,45874,258963592543866
2012-06-13,123815,243181284913368
2012-06-14,138068,483804559311461
2012-06-15,120938,346872251448145
2012-06-16,95124,390034919610111
2012-06-17,99861,141538394205679
2012-06-18,87377,251787083459767
2012-06-19,82133,211940277364751
2012-06-20,78498,171571533744386
2012-06-21,63779,104638610848540
2012-06-22,55611,227571150415203
2012-06-23,53976,302387281857643
2012-06-24,50967,189907640743994
2012-06-25,65196,181892314292780
2012-06-26,69480,172529161064174
2012-06-27,71255,198836530904521
2012-06-28,60199,347491156490419
2012-06-29,51397,252513074677270
2012-06-30,50724,139556769277079
2012-07-01,43286,134664764590640
2012-07-02,55978,119133614564764
2012-07-03,51477,144033134205712
2012-07-04,54243,227952686962571
2012-07-05,50527,201686467873391
2012-07-06,54122,138145822888506
2012-07-07,55591,412759719851498
2012-07-08,46744,82673509483476
2012-07-09,56730,213270321986048
2012-07-10,77306,217088038102155
2012-07-11,70321,115503908895928
2012-07-12,53485,139322553889003
2012-07-13,57331,247929288295531
2012-07-14,50978,247398839896959
2012-07-15,58360,136319976822155
2012-07-16,71150,211062476932534
2012-07-17,77240,253279522507513
2012-07-18,71862,159965531805740
2012-07-19,70836,122813222114948
2012-07-20,84755,164732217586346
2012-07-21,77123,238075993944703
2012-07-22,75077,171613698916439
2012-07-23,70843,217003404221182
2012-07-24,63346,175023793789610
2012-07-25,62495,102484492607084
2012-07-26,68524,231851604223192
2012-07-27,60503,218074683197966
2012-07-28,78512,174218222720634
2012-07-29,75186,110981268052587
2012-07-30,74255,97940196574373
2012-07-31,88632,297435870358371
2012-08-01,66873,227279516448478
2012-08-02,72222,179245302206516
2012-08-03,60905,143124018324971
2012-08-04,64536,141339437171065
2012-08-05,71168,197573542808808
2012-08-06,76109,199532180120204
2012-08-07,65121,196291429586961
2012-08-08,87041,166388880032216
2012-08-09,65667,145320080749878
2012-08-10,63413,168098628628401
2012-08-11,71524,157564126075243
2012-08-12,78633,161695222926342
2012-08-13,113606,188174397492387
2012-08-14,78152,151895317313662
2012-08-15,121504,178968595620369
2012-08-16,97598,207571164459994
2012-08-17,85167,278090316697827
2012-08-18,77441,215473538967630
2012-08-19,78825,593116823738053
2012-08-20,78060,959490458937627
2012-08-21,92660,548159872841163
2012-08-22,81360,775610455674526
2012-08-23,70630,763881571556488
2012-08-24,70314,1106410602122833
2012-08-25,71525,440053745329193
2012-08-26,64505,333159820629218
2012-08-27,71241,631708262540720
2012-08-28,69389,679652221263393
2012-08-29,74111,1470232379116506
2012-08-30,71876,1158511083095029
2012-08-31,87364,898290449159762
2012-09-01,88545,874689533763101
2012-09-02,75567,596812258787703
2012-09-03,82490,371402195590237
2012-09-04,89149,648479536690481
2012-09-05,89376,927778179154851
2012-09-06,92425,2187751726994189
2012-09-07,73078,1841182508005058
2012-09-08,69585,758428222254519
2012-09-09,69666,389943233500635
2012-09-10,75215,1888586963228873
2012-09-11,87458,2022860397655977
2012-09-12,67025,1084744367388216
2012-09-13,68249,2255453996289379
2012-09-14,85325,1803141729896179
2012-09-15,62772,692368750288295
2012-09-16,68266,1400837057998828
2012-09-17,57716,1306100116587795
2012-09-18,76016,1298446333163787
2012-09-19,75078,3132586637268023
2012-09-20,72273,1590840678653258
2012-09-21,70983,2590248429348125
2012-09-22,54619,1487405214283896
2012-09-23,69162,781661825846502
2012-09-24,68250,811704882714502
2012-09-25,58168,177741904686031
2012-09-26,75726,173774815454293
2012-09-27,69386,137910289735693
2012-09-28,81061,259823154346788
2012-09-29,60944,130261635849109
2012-09-30,56308,144002962690400
2012-10-01,75684,162507623660309
2012-10-02,74601,200673560108556
2012-10-03,64266,125963563462973
2012-10-04,76197,119576255084416
2012-10-05,86472,263551382825814
2012-10-06,79258,197778645727331
2012-10-07,88713,178709636611432
2012-10-08,95694,177653542793356
2012-10-09,88365,136421397951484
2012-10-10,78887,87914944370250
2012-10-11,69684,124630199893081
2012-10-12,77326,261281363628589
2012-10-13,83626,271146703917123
2012-10-14,73362,138664767021741
2012-10-15,79361,86468472271044
2012-10-16,88722,274899045137224
2012-10-17,84711,333476715764638
2012-10-18,76660,339792699333711
2012-10-19,65355,269284196944579
2012-10-20,79258,269574225752820
2012-10-21,100977,235472407009178
2012-10-22,102007,226765318340005
2012-10-23,81702,260754036586628
2012-10-24,85107,190459364145227
2012-10-25,67158,146286232735675
2012-10-26,58497,103802425427036
2012-10-27,45075,168659509497329
2012-10-28,48080,94188204006051
2012-10-29,56761,101549150227461
2012-10-30,75375,417012920392759
2012-10-31,68479,378701753769842
2012-11-01,59404,261551750342970
2012-11-02,71622,87843885825780
2012-11-03,61256,191272078146469
2012-11-04,59134,224753278993210
2012-11-05,79895,230274358858255
2012-11-06,78033,189593305798807
2012-11-07,86420,185432108802637
2012-11-08,80990,132998517617834
2012-11-09,66194,87190951198330
2012-11-10,66017,43862017661094
2012-11-11,59564,42349202004404
2012-11-12,59457,48557504480774
2012-11-13,63963,85436251473726
2012-11-14,71809,129984387689714
2012-11-15,88300,266108992961646
2012-11-16,91688,370450018719605
2012-11-17,117881,264867966983084
2012-11-18,82378,206400139020862
2012-11-19,86890,139156473868091
2012-11-20,87944,157279085565218
2012-11-21,92979,92669698992395
2012-11-22,77103,144243742491679
2012-11-23,82953,114004866387892
2012-11-24,73395,117901692178394
2012-11-25,87482,81045488274146
2012-11-26,85996,113476201787243
2012-11-27,68144,143109011406301
2012-11-28,90213,189126883720604
2012-11-29,87851,121083035709083
2012-11-30,72601,78965219251186
2012-12-01,79316,62852665333422
2012-12-02,52959,101207013393342
2012-12-03,53616,173224263318312
2012-12-04,76341,248915849724505
2012-12-05,79012,282165436638257
2012-12-06,89391,325929724735023
2012-12-07,71997,208319092737668
2012-12-08,76697,100826991790941
2012-12-09,72935,140670382278512
2012-12-10,92834,103745135443150
2012-12-11,95295,161401187208673
2012-12-12,86624,356419986566575
2012-12-13,95183,383901704932054
2012-12-14,90953,292841072691803
2012-12-15,75230,165736563905873
2012-12-16,85549,178251603883898
2012-12-17,96811,180083593773044
2012-12-18,125859,237297319565816
2012-12-19,99930,113727506654353
2012-12-20,81434,93576043120365
2012-12-21,95865,166490796552916
2012-12-22,114963,140290397916455
2012-12-23,86707,86943056806957
2012-12-24,85108,106597168812088
2012-12-25,69602,60480403036744
2012-12-26,86156,63240139727370
2012-12-27,103079,81454387854530
2012-12-28,112389,107661231170944
2012-12-29,93261,99409168600133
2012-12-30,105795,76460893940309
2012-12-31,74607,136998574192578
2013-01-01,78996,149197894556640
2013-01-02,95666,194729624272465
2013-01-03,95841,174204255488438
2013-01-04,111607,232853690418065
2013-01-05,93262,210034969785093
2013-01-06,81489,110123243963927
2013-01-07,95629,149263793861870
2013-01-08,90430,214794801943461
2013-01-09,98575,172021014844035
2013-01-10,121138,133511159088407
2013-01-11,117964,133234254265888
2013-01-12,104393,98052066549740
2013-01-13,109688,88611161361610
2013-01-14,101155,111969755223721
2013-01-15,106031,209281083530792
2013-01-16,120231,223503836427210
2013-01-17,110022,182892693799623
2013-01-18,112631,165510104212144
2013-01-19,125541,154271432995012
2013-01-20,94910,119963076251624
2013-01-21,91873,115275145753474
2013-01-22,100734,146369792007976
2013-01-23,111461,241336458271704
2013-01-24,107510,161694995832760
2013-01-25,111705,156434782846358
2013-01-26,119777,134417174612866
2013-01-27,126597,147181458888115
2013-01-28,127512,169034901613678
2013-01-29,122716,242669994863017
2013-01-30,97156,269207185630497
2013-01-31,120224,158939775430358
2013-02-01,136102,181367666738239
2013-02-02,121775,135402058299640
2013-02-03,139521,138916147991091
2013-02-04,126713,201253675877820
2013-02-05,122146,200630953281134
2013-02-06,99446,186060334300803
2013-02-07,137817,172871748548849
2013-02-08,136224,218971972664759
2013-02-09,130359,181628460361692
2013-02-10,127167,137056958929469
2013-02-11,131583,132824058315567
2013-02-12,131729,127385145832990
2013-02-13,134620,122105483556891
2013-02-14,114829,150236526186876
2013-02-15,126934,128543533982495
2013-02-16,122683,126820633584848
2013-02-17,121106,114551175715345
2013-02-18,119598,123682196972702
2013-02-19,127053,145640595953890
2013-02-20,139946,120083167776050
2013-02-21,127322,105013120155191
2013-02-22,144169,157872133242778
2013-02-23,133221,128368358685934
2013-02-24,128666,170748558272067
2013-02-25,153264,186980717198062
2013-02-26,146211,163316391339028
2013-02-27,143148,153717362018685
2013-02-28,147950,148585784081106
2013-03-01,151654,164785763740174
2013-03-02,129340,149620583929439
2013-03-03,128312,93411347281153
2013-03-04,147372,97904204453043
2013-03-05,130099,193881693461514
2013-03-06,143563,232392056609877
2013-03-07,152474,165953698910129
2013-03-08,129132,120913141497850
2013-03-09,127533,102415717879660
2013-03-10,174487,124173373357697
2013-03-11,141983,100749452407765
2013-03-12,121796,149193938320609
2013-03-13,137446,150596584316921
2013-03-14,145612,118898401285729
2013-03-15,163105,534641992604015
2013-03-16,103294,230784352784687
2013-03-17,91063,90123747858146
2013-03-18,106946,377085166442027
2013-03-19,112478,194470741755042
2013-03-20,115972,188821007549190
2013-03-21,138961,204188532310167
2013-03-22,152617,152008509044570
2013-03-23,137255,143844732985638
2013-03-24,132249,99563774768031
2013-03-25,126028,154499761120329
2013-03-26,134613,184886438706350
2013-03-27,133985,273810510623037
2013-03-28,158219,182670075781846
2013-03-29,160125,146044779390212
2013-03-30,145873,182318065779329
2013-03-31,120977,154093781770472
2013-04-01,149296,144906635097195
2013-04-02,174895,258851904728824
2013-04-03,181374,237132493158481
2013-04-04,186163,229266771146302
2013-04-05,165155,206245764162516
2013-04-06,146818,133326248737760
2013-04-07,175995,108958966350991
2013-04-08,181864,152879579372436
2013-04-09,169453,207953547011066
2013-04-10,169321,288039626020044
2013-04-11,184962,239999246603325
2013-04-12,159407,177410300022629
2013-04-13,142291,130630194481231
2013-04-14,153671,82556618263167
2013-04-15,171602,104983779441594
2013-04-16,182216,176974300004366
2013-04-17,175376,172355543593957
2013-04-18,122943,584687199114988
2013-04-19,172867,187386748113592
2013-04-20,139990,109771837236749
2013-04-21,130316,98321682537996
2013-04-22,153175,164976089058341
2013-04-23,169007,158019438896498
2013-04-24,189039,216436281202119
2013-04-25,175841,163734136884746
2013-04-26,160999,117946768214966
2013-04-27,135165,80826265652641
2013-04-28,173840,57946188215219
2013-04-29,166534,188955977936810
2013-04-30,146931,100334362821072
2013-05-01,151991,135072189140789
2013-05-02,157671,90730908502689
2013-05-03,144723,80930800395768
2013-05-04,171517,50468835518060
2013-05-05,153342,63818282988894
2013-05-06,168310,85840601516437
2013-05-07,190787,97383511901848
2013-05-08,181575,83209376268093
2013-05-09,180398,69539703847604
2013-05-10,205059,91518367662371
2013-05-11,196327,67512475254437
2013-05-12,182638,56256570280105
2013-05-13,181564,112209196565821
2013-05-14,183055,78433217756206
2013-05-15,180323,75279090709724
2013-05-16,194616,72346243963563
2013-05-17,152342,85344074993436
2013-05-18,134039,74821100918305
2013-05-19,128588,42354273131068
2013-05-20,152013,54066395540007
2013-05-21,154445,67448294953520
2013-05-22,143925,73807485908402
2013-05-23,155659,71234995497666
2013-05-24,149150,75974168136371
2013-05-25,131655,73565927249557
2013-05-26,122586,38869803030116
2013-05-27,148213,66660837383459
2013-05-28,144531,70568053129630
2013-05-29,144182,79366429455616
2013-05-30,149719,62958780974730
2013-05-31,137220,67861777825816
2013-06-01,138794,48557940437215
2013-06-02,130766,43187533858134
2013-06-03,142959,78044623647821
2013-06-04,144826,66163130104075
2013-06-05,156341,68133936436182
2013-06-06,134707,75393087858103
2013-06-07,127092,67814326756777
2013-06-08,117031,39903835574934
2013-06-09,108736,67516103028593
2013-06-10,109778,49054512994933
2013-06-11,124589,59833729085551
2013-06-12,116494,56203878004472
2013-06-13,108891,60755695460270
2013-06-14,120041,72248519017262
2013-06-15,84826,41538181084536
2013-06-16,99649,52068244185720
2013-06-17,108704,57884496411583
2013-06-18,105594,64322215566893
2013-06-19,114033,58260579761711
2013-06-20,120423,72860797476081
2013-06-21,110297,71279152819080
2013-06-22,107143,43502673211883
2013-06-23,90080,34038145436493
2013-06-24,105503,61005304229761
2013-06-25,102696,71728847123087
2013-06-26,111174,62716590033107
2013-06-27,108768,56488522137490
2013-06-28,116153,65991607973930
2013-06-29,102604,53254546654116
2013-06-30,77094,41430976170303
2013-07-01,94321,86894542662600
2013-07-02,93491,73582157437172
2013-07-03,87911,81746090623676
2013-07-04,84663,85493927471154
2013-07-05,89605,107456329069853
2013-07-06,79314,70058623953932
2013-07-07,77434,64388062695867
2013-07-08,93722,83767093076807
2013-07-09,97970,116090393136742
2013-07-10,106626,108516904960412
2013-07-11,111915,105847698655273
2013-07-12,127694,102150846964031
2013-07-13,94632,87701802426651
2013-07-14,89571,58227654718181
2013-07-15,91697,70281062608713
2013-07-16,96775,95137976854342
2013-07-17,96655,108093613767809
2013-07-18,97226,100589589493841
2013-07-19,89195,81943055143260
2013-07-20,85517,49592244695365
2013-07-21,86178,49677261056229
2013-07-22,93439,90333528944680
2013-07-23,94148,101248936703893
2013-07-24,104949,90764564023124
2013-07-25,100704,81196174657074
2013-07-26,89270,78833201116670
2013-07-27,87186,46160552506848
2013-07-28,88531,61890382383821
2013-07-29,100252,74785311950396
2013-07-30,99741,100710894707157
2013-07-31,115151,86376755968201
2013-08-01,150431,114730542498187
2013-08-02,118545,91346411090763
2013-08-03,104519,67676117403337
2013-08-04,99687,51065631129367
2013-08-05,119396,85166595787912
2013-08-06,123467,76080113250651
2013-08-07,133558,81343451731453
2013-08-08,131024,72544514820294
2013-08-09,113758,62156576822911
2013-08-10,121316,51705484332389
2013-08-11,89501,42955422934163
2013-08-12,142011,84738683412650
2013-08-13,115800,130158143854274
2013-08-14,115770,134189485326905
2013-08-15,138975,82152854958208
2013-08-16,155254,107358179579286
2013-08-17,126488,100628091829062
2013-08-18,129247,78771094068269
2013-08-19,158919,111510101969808
2013-08-20,144404,97222721300128
2013-08-21,136776,127563929731777
2013-08-22,150574,82354467662604
2013-08-23,127150,82642985849363
2013-08-24,120071,56793589376631
2013-08-25,103684,55565404702813
2013-08-26,127727,70768739288628
2013-08-27,142057,91029355172412
2013-08-28,148590,78425376024091
2013-08-29,134381,263915165022077
2013-08-30,144389,83164833488312
2013-08-31,129635,87872917397540
2013-09-01,111569,82338911545946
2013-09-02,120104,81392062096560
2013-09-03,118803,94978494032159
2013-09-04,121498,91217471338502
2013-09-05,136698,88724366114210
2013-09-06,140378,70158770539066
2013-09-07,121246,62956992945768
2013-09-08,107090,39816585045693
2013-09-09,129593,103076675658513
2013-09-10,122891,64537915046231
2013-09-11,116004,83168554403533
2013-09-12,126600,70312810109851
2013-09-13,110749,65423786521235
2013-09-14,104349,57212228329393
2013-09-15,127316,40350754815521
2013-09-16,122743,67826096673991
2013-09-17,153242,62761518539857
2013-09-18,140320,80699426975309
2013-09-19,139143,83388378123293
2013-09-20,140942,73430901587582
2013-09-21,126571,45207431344503
2013-09-22,123592,49521938307075
2013-09-23,152860,100105160133624
2013-09-24,147124,94907186535250
2013-09-25,132755,82728608765588
2013-09-26,134690,74555208081135
2013-09-27,114767,69011485160644
2013-09-28,103142,53343269920544
2013-09-29,101786,55412801529972
2013-09-30,115037,82677403666542
2013-10-01,140505,108807793612211
2013-10-02,148072,118707886445546
2013-10-03,143553,92703080085101
2013-10-04,126713,80217369072064
2013-10-05,112553,44874640709532
2013-10-06,103300,41930826642164
2013-10-07,114237,68859797994941
2013-10-08,117466,72028291211955
2013-10-09,122663,90468456095820
2013-10-10,137435,75323836409605
2013-10-11,123347,82954657661856
2013-10-12,119054,69790405513336
2013-10-13,137018,71263869297742
2013-10-14,141787,92079458641609
2013-10-15,133591,92450481325751
2013-10-16,129273,102274433727762
2013-10-17,115779,84737072772647
2013-10-18,138497,93757496508764
2013-10-19,139711,100734293202436
2013-10-20,126030,72275976074263
2013-10-21,150083,105919727414245
2013-10-22,166249,120762310464838
2013-10-23,146293,109072387398026
2013-10-24,159302,102910330278826
2013-10-25,145819,281746847749548
2013-10-26,118978,68676546939462
2013-10-27,109323,50980364888496
2013-10-28,123988,64571346709905
2013-10-29,122840,168642834703913
2013-10-30,128273,71709316009177
2013-10-31,150881,68526825298468
2013-11-01,117133,63684585321991
2013-11-02,103851,64924036489007
2013-11-03,101254,59381636349698
2013-11-04,120094,97406271460443
2013-11-05,136989,111552137805373
2013-11-06,141924,91664117447346
2013-11-07,151033,121166736430474
2013-11-08,149257,107153100672896
2013-11-09,147229,90039250001574
2013-11-10,149595,80125956811759
2013-11-11,148457,74827948955386
2013-11-12,156124,110903694013873
2013-11-13,161928,126748308227683
2013-11-14,176971,115502859400240
2013-11-15,158685,257646935807959
2013-11-16,131447,149100628339248
2013-11-17,136318,115820892269626
2013-11-18,197985,212418359639462
2013-11-19,230927,226913447189089
2013-11-20,195262,169034711982734
2013-11-21,182606,219297079045371
2013-11-22,201448,239321999735765
2013-11-23,185569,153332342331163
2013-11-24,156800,151887251146537
2013-11-25,180108,144927080265993
2013-11-26,211903,402849809525614
2013-11-27,231585,332386601382390
2013-11-28,239393,341856335385545
2013-11-29,220122,260292947680345
2013-11-30,194496,186675303376909
2013-12-01,181194,149445736330327
2013-12-02,195691,142449090497353
2013-12-03,200251,119003416224284
2013-12-04,205857,134881158234996
2013-12-05,209808,155046812636039
2013-12-06,194041,116360998917110
2013-12-07,178272,235774529020050
2013-12-08,135696,121950356891798
2013-12-09,181522,121671374314945
2013-12-10,176868,83753225770560
2013-12-11,177329,111375803415721
2013-12-12,155747,91505238521607
2013-12-13,169360,91450624302839
2013-12-14,151878,62022659435456
2013-12-15,145881,46264642936824
2013-12-16,200394,209281308685136
2013-12-17,186643,158664343811418
2013-12-18,210013,199682080611571
2013-12-19,187153,136402692505516
2013-12-20,167631,94032630787640
2013-12-21,154780,97763371922497
2013-12-22,146823,92040313949863
2013-12-23,179749,72223519379140
2013-12-24,157841,88652454996262
2013-12-25,157533,87821931375555
2013-12-26,149496,62043348358488
2013-12-27,153713,60601794495161
2013-12-28,137134,61429013532849
2013-12-29,142678,83753543182560
2013-12-30,181200,81465464256772
2013-12-31,143237,50829596411944
2014-01-01,126484,53898329208405
2014-01-02,153861,70929849271074
2014-01-03,166839,89778345737944
2014-01-04,140143,63510607557659
2014-01-05,160553,93442294384686
2014-01-06,200229,99784584904696
2014-01-07,171949,92486793332893
2014-01-08,178553,79904895488471
2014-01-09,163842,59751097757657
2014-01-10,154089,56935160949481
2014-01-11,160323,42502840182609
2014-01-12,146657,42154701466838
2014-01-13,179728,52974565716766
2014-01-14,153584,74900749994018
2014-01-15,169579,60563934324773
2014-01-16,159016,60527684818911
2014-01-17,167279,42618121767063
2014-01-18,139214,35788318006107
2014-01-19,132389,56707128780873
2014-01-20,208019,78443030257989
2014-01-21,193816,62210580791039
2014-01-22,185141,49307589637302
2014-01-23,177189,51279803151445
2014-01-24,179847,74787345749072
2014-01-25,150854,46378027367083
2014-01-26,148573,39912297836039
2014-01-27,200613,90724013009079
2014-01-28,181141,64836953701774
2014-01-29,164994,48552485479660
2014-01-30,175024,53118820260698
2014-01-31,177338,40919088423900
2014-02-01,165634,45266359863933
2014-02-02,157863,49268841578987
2014-02-03,197060,48242365230912
2014-02-04,208265,79313454175214
2014-02-05,203498,80021701393634
2014-02-06,210441,66462069767254
2014-02-07,198934,86739866475554
2014-02-08,191722,56945679196771
2014-02-09,163716,49117200215831
2014-02-10,198792,80209312476466
2014-02-11,172507,70141053870392
2014-02-12,172168,61925151890814
2014-02-13,196981,64630436054235
2014-02-14,222479,72912497503864
2014-02-15,181290,96364897871815
2014-02-16,156984,62865147444668
2014-02-17,201453,50552108463398
2014-02-18,196240,50122692225058
2014-02-19,221129,46103804781281
2014-02-20,218667,56335686145770
2014-02-21,212994,52182193313805
2014-02-22,185688,40181097190207
2014-02-23,194251,41533834789087
2014-02-24,256989,77619831304859
2014-02-25,240548,109110701552091
2014-02-26,227926,69746315692468
2014-02-27,221110,57879650160190
2014-02-28,207522,59317439460232
2014-03-01,203479,82443837584879
2014-03-02,185198,55530594336055
2014-03-03,275669,106874336684728
2014-03-04,272021,102680203411736
2014-03-05,229409,68829599493056
2014-03-06,228184,62931732733222
2014-03-07,220926,247077345865123
2014-03-08,199405,158583716619430
2014-03-09,207368,94717240397327
2014-03-10,238452,152168294650499
2014-03-11,226425,98820904639411
2014-03-12,230676,105879146765158
2014-03-13,227736,76785900982927
2014-03-14,193216,62870813596897
2014-03-15,167088,58526336531477
2014-03-16,167380,38923943818191
2014-03-17,209277,55555020544395
2014-03-18,146773,264563424142833
2014-03-19,197577,110710606244923
2014-03-20,199417,68438478191276
2014-03-21,214166,60356237772001
2014-03-22,193262,42092504319924
2014-03-23,181968,33743436970348
2014-03-24,237775,67580421028519
2014-03-25,206907,54807045049047
2014-03-26,207076,52141867611736
2014-03-27,214499,79296484340704
2014-03-28,210541,82770272146084
2014-03-29,178362,40186002409627
2014-03-30,209870,60159107378253
2014-03-31,199380,75053966590506
2014-04-01,203308,68709291288185
2014-04-02,206956,75586089754824
2014-04-03,177115,78900693231773
2014-04-04,206928,67052478136440
2014-04-05,178344,73165107988504
2014-04-06,212204,44364654863991
2014-04-07,197692,46799322988520
2014-04-08,204145,46005104219680
2014-04-09,207249,60662987726709
2014-04-10,208849,83222829364562
2014-04-11,199899,78503138965394
2014-04-12,146658,40502584533255
2014-04-13,203419,41539660189826
2014-04-14,213443,61841359795976
2014-04-15,215599,66958874259024
2014-04-16,210738,80897268648720
2014-04-17,196351,81406329799204
2014-04-18,178850,78166657231755
2014-04-19,161652,46009556668043
2014-04-20,198712,41910617338328
2014-04-21,174653,72699325944782
2014-04-22,242759,88631734717551
2014-04-23,214057,68023114710992
2014-04-24,218028,44225966606829
2014-04-25,224867,55790638545585
2014-04-26,155167,33882603162942
2014-04-27,206760,30465469931799
2014-04-28,202643,58284463626660
2014-04-29,202127,56335491173886
2014-04-30,193179,48861580573754
2014-05-01,187433,44904355572751
2014-05-02,185918,65871560190671
2014-05-03,155202,55739295987771
2014-05-04,204636,42886845303587
2014-05-05,200897,63359468157382
2014-05-06,224144,68740318809151
2014-05-07,208586,84007195687013
2014-05-08,201923,134923453233418
2014-05-09,197638,125509439227716
2014-05-10,168595,68008958598087
2014-05-11,222897,45002328192904
2014-05-12,210802,55388303268301
2014-05-13,200082,67833879486571
2014-05-14,208062,72909951838821
2014-05-15,221217,82665761641078
2014-05-16,193788,65174142521548
2014-05-17,161377,48662792486217
2014-05-18,202663,27397003906822
2014-05-19,195047,52941878619045
2014-05-20,226140,150013213561311
2014-05-21,205246,72429792357684
2014-05-22,211790,77391864020857
2014-05-23,213055,124750985330437
2014-05-24,155791,91543354923007
2014-05-25,216166,84111002373823
2014-05-26,199531,76075862632806
2014-05-27,203852,95181724944534
2014-05-28,213511,86928233918296
2014-05-29,199386,65971404511843
2014-05-30,189753,92971775612655
2014-05-31,163731,58813015985190
2014-06-01,215344,74269783493065
2014-06-02,197679,95228647300442
2014-06-03,213202,90699906589162
2014-06-04,199372,103439449351540
2014-06-05,206870,95075039134618
2014-06-06,194912,104943372248382
2014-06-07,158544,60654518485857
2014-06-08,198457,77239116230813
2014-06-09,187694,38937416804036
2014-06-10,203121,59539583750069
2014-06-11,192758,53389491034423
2014-06-12,202643,111144758093750
2014-06-13,200965,74663152725028
2014-06-14,173965,46063531326712
2014-06-15,221635,44701640928443
2014-06-16,210423,74126056149880
2014-06-17,222335,48343655138031
2014-06-18,197866,54968961393627
2014-06-19,194640,72357646392882
2014-06-20,181765,56314648638239
2014-06-21,172269,46192704674610
2014-06-22,213009,52804417488257
2014-06-23,193983,62338409521805
2014-06-24,199175,88238149503438
2014-06-25,204444,50331105008934
2014-06-26,191104,51332625097798
2014-06-27,196694,48761404597918
2014-06-28,170152,33902557116161
2014-06-29,214015,35285156286455
2014-06-30,214243,68628374754687
2014-07-01,214590,89155180631357
2014-07-02,205101,94400127971554
2014-07-03,198364,60488346454707
